index,state,year,name,type,city,county,enroll,mmr,xmed,xper,lat,lng
1212,Arizona,2018-19,Little Scholars Academy,Private,Peoria,Maricopa,,,,,33.5894052,-112.2031479
1213,Arizona,2018-19,Little Singer Community,Private,Winslow,Navajo,,,,,35.244802,-110.7353992
1214,Arizona,2018-19,Logos Christian Academy,Private,Casa Grande,Pinal,,,,,32.968207,-111.738309
1215,Arizona,2018-19,Magical Journey Learning Center,Private,Phoenix,Maricopa,,,,,33.3058766,-112.0564549
1216,Arizona,2018-19,Maine Consolidated,Public,Parks,Coconino,,,,,35.2626228,-111.949363
1217,Arizona,2018-19,Maricopa Village Christian,Private,Laveen,Maricopa,,,,,33.3770504,-112.2325931
1218,Arizona,2018-19,Mary Meredith K-12,Public,Tucson,Pima,,,,,32.2312115,-110.8826587
1219,Arizona,2018-19,Mcneal Elementary,Public,Mcneal,Cochise,,,,,31.599012,-109.673017
1220,Arizona,2018-19,Mesa Christian Academy,Private,Mesa,Maricopa,,,,,33.4144428,-111.6600486
1221,Arizona,2018-19,Mesa Montessori,Private,Mesa,Maricopa,,,,,33.362569,-111.89336
1222,Arizona,2018-19,Mexicayotl Academy,Charter,Tucson,Pima,,,,,32.2300308,-110.9705053
1223,Arizona,2018-19,Mingus Springs Charter,Charter,Chino Valley,Yavapai,,,,,34.799658,-112.492517
1224,Arizona,2018-19,Mobile Elementary,Public,Maricopa,Maricopa,,,,,33.0564606,-112.2708615
1225,Arizona,2018-19,Montessori Center,Private,Phoenix,Maricopa,,,,,33.5628575,-112.0987422
1226,Arizona,2018-19,Montessori Charter School Of Flagstaff - Westside,Charter,Flagstaff,Coconino,,,,,35.1838845,-111.6627799
1227,Arizona,2018-19,Montessori Childrens House,Charter,Camp Verde,Yavapai,,,,,34.6224515,-111.8945632
1228,Arizona,2018-19,Montessori De Santa Cruz - Saint Ann's Hall,Charter,Tubac,Santa Cruz,,,,,31.6158197,-111.0511619
1229,Arizona,2018-19,Montessori House Charter,Charter,Mesa,Maricopa,,,,,33.4594152,-111.8014583
1230,Arizona,2018-19,Montessori In The Park,Private,Goodyear,Maricopa,,,,,33.467053,-112.359958
1231,Arizona,2018-19,Montessori International Primary,Private,Mesa,Maricopa,,,,,33.438196,-111.788273
1232,Arizona,2018-19,Montessori International School - Brown Rd,Private,Mesa,Maricopa,,,,,33.4369322,-111.7790492
1233,Arizona,2018-19,Montessori Kingdom Of Learning,Private,Peoria,Maricopa,,,,,33.603124,-112.261825
1234,Arizona,2018-19,Most Holy Trinity Catholic,Private,Phoenix,Maricopa,,,,,33.5636526,-112.0665384
1235,Arizona,2018-19,Mount Tipton,Public,Dolan Springs,Mohave,,,,,35.603062,-114.254978
1236,Arizona,2018-19,Mount Turnbull Elementary,Public,Bylas,Graham,,,,,33.1195935,-110.1094057
1237,Arizona,2018-19,Mountain Christian,Private,Show Low,Navajo,,,,,34.1960831,-110.0086804
1238,Arizona,2018-19,Mountain Oak Charter,Charter,Prescott,Yavapai,,,,,34.5689426,-112.4807401
1239,Arizona,2018-19,New Way Academy,Private,Phoenix,Maricopa,,,,,33.4730442,-111.9726031
1240,Arizona,2018-19,Our Lady Of Sorrows Academy,Private,Phoenix,Maricopa,,,,,33.3786419,-112.0624834
1241,Arizona,2018-19,Our Lady Of The Lake Catholic Preschool,Private,Lake Havasu City,Mohave,,,,,34.4694617,-114.3281497
1242,Arizona,2018-19,Owens Elementary,Public,Wikieup,Mohave,,,,,34.705614,-113.614846
1243,Arizona,2018-19,Palm Christian,Private,Surprise,Maricopa,,,,,33.637554,-112.434525
1244,Arizona,2018-19,Paradise For Tots,Private,Phoenix,Maricopa,,,,,33.6095012,-111.9772459
1245,Arizona,2018-19,Paradise Valley Christian Preparatory,Private,Phoenix,Maricopa,,,,,33.595276,-112.029321
1246,Arizona,2018-19,Patagonia Community Montessori,Charter,Patagonia,Santa Cruz,,,,,31.5451084,-110.7573097
1247,Arizona,2018-19,Patagonia Elementary,Public,Patagonia,Santa Cruz,,,,,31.5396963,-110.7492645
1248,Arizona,2018-19,Pathway Christian,Private,Douglas,Cochise,,,,,31.3426874,-109.5325885
1249,Arizona,2018-19,Paulden Community,Charter,Paulden,Yavapai,,,,,34.907644,-112.480328
1250,Arizona,2018-19,Peach Springs,Public,Peach Springs,Mohave,,,,,35.5346555,-113.4254066
1251,Arizona,2018-19,Pearce Elementary,Public,Pearce,Cochise,,,,,31.901583,-109.824047
1252,Arizona,2018-19,Percy L Julian,Public,Phoenix,Maricopa,,,,,33.4026965,-112.0353411
1253,Arizona,2018-19,Phoenix Christian Jr/Sr High,Private,Phoenix,Maricopa,,,,,33.4942176,-112.0969698
1254,Arizona,2018-19,Phoenix Christian K-8,Private,Phoenix,Maricopa,,,,,33.4751687,-112.0259035
1255,Arizona,2018-19,Phoenix Day School For The Deaf,Public,Phoenix,Maricopa,,,,,33.5503554,-112.1004064
1256,Arizona,2018-19,Phoenix Hebrew Academy,Private,Phoenix,Maricopa,,,,,33.5235673,-112.0670748
1257,Arizona,2018-19,Pilgrim Lutheran,Private,Mesa,Maricopa,,,,,33.421328,-111.760726
1258,Arizona,2018-19,Pine Springs Day,Charter,Pine Springs,Apache,,,,,35.4053029,-109.2794478
1259,Arizona,2018-19,Pine Strawberry Elementary,Public,Pine,Gila,,,,,34.3845025,-111.4558347
1260,Arizona,2018-19,Pinnacle Pointe Academy,Charter,Glendale,Maricopa,,,,,33.6959948,-112.2044322
1261,Arizona,2018-19,Preschool At North Phoenix,Private,Phoenix,Maricopa,,,,,33.5219653,-112.0715171
1262,Arizona,2018-19,Primavera,Private,Prescott,Yavapai,,,,,34.5255952,-112.498667
1263,Arizona,2018-19,Primrose School Of Fletcher Heights,Private,Peoria,Maricopa,,,,,33.670617,-112.237319
1264,Arizona,2018-19,Rancho Viejo Elementary,Public,Yuma,Yuma,,,,,32.7089799,-114.6695025
1265,Arizona,2018-19,Ray Elementary,Public,Kearny,Pinal,,,,,33.0633214,-110.9089132
1266,Arizona,2018-19,Red Mesa Elementary,Public,Teec Nos Pos,Apache,,,,,36.962466,-109.3811488
1267,Arizona,2018-19,Red Mesa Junior High,Public,Teec Nos Pos,Apache,,,,,36.9211097,-109.0856582
1268,Arizona,2018-19,Red Mountain Montessori Academy,Private,Mesa,Maricopa,,,,,33.4672181,-111.6917776
1269,Arizona,2018-19,Red Sands Christian,Private,Winslow,Navajo,,,,,35.0176931,-110.7161582
1270,Arizona,2018-19,Redeemer Christian,Private,Mesa,Maricopa,,,,,33.428461,-111.804668
1271,Arizona,2018-19,Redeemer Lutheran,Private,Tucson,Pima,,,,,32.3666709,-111.1325964
1272,Arizona,2018-19,Resurrection Lutheran Child Development Center,Private,Oro Valley,Pima,,,,,32.4167719,-110.9616619
1273,Arizona,2018-19,Risen Savior Lutheran,Private,Chandler,Maricopa,,,,,33.2297524,-111.8592093
1274,Arizona,2018-19,Ron Watson Middle,Public,Yuma,Yuma,,,,,32.6766979,-114.464291
1275,Arizona,2018-19,Sacred Heart Catholic,Private,Nogales,Santa Cruz,,,,,31.3379234,-110.9404993
1276,Arizona,2018-19,Sacred Heart Elementary,Private,Prescott,Yavapai,,,,,34.5432197,-112.4748265
1277,Arizona,2018-19,Saint Agnes Catholic,Private,Phoenix,Maricopa,,,,,33.4692319,-112.0317198
1278,Arizona,2018-19,Saint Ambrose,Private,Tucson,Pima,,,,,32.2180915,-110.9360548
1279,Arizona,2018-19,Saint Anthony Catholic,Private,Show Low,Navajo,,,,,34.245265,-110.0274511
1280,Arizona,2018-19,Saint Anthony Of Padua Elmentary,Private,Casa Grande,Pinal,,,,,32.8744863,-111.7495996
1281,Arizona,2018-19,Saint Catherine Of Siena,Private,Phoenix,Maricopa,,,,,33.388127,-112.0726479
1282,Arizona,2018-19,Saint Jerome Catholic,Private,Phoenix,Maricopa,,,,,33.5849642,-112.1334668
1283,Arizona,2018-19,Saint Mark's Early Childhood Center,Private,Tucson,Pima,,,,,32.3508889,-110.996607
1284,Arizona,2018-19,Saint Michael's Parish Day,Private,Tucson,Pima,,,,,32.2290013,-110.8569038
1285,Arizona,2018-19,Saint Peter's Episcopal Montessori,Private,Litchfield Park,Maricopa,,,,,33.4874254,-112.3586444
1286,Arizona,2018-19,Salome Elementary,Public,Salome,La Paz,,,,,33.7821659,-113.6198652
1287,Arizona,2018-19,San Fernando Elementary,Public,Sasabe,Pima,,,,,31.4901164,-111.5407592
1288,Arizona,2018-19,San Francisco De Asis Catholic,Private,Flagstaff,Coconino,,,,,35.202428,-111.6272675
1289,Arizona,2018-19,San Simon,Public,San Simon,Cochise,,,,,32.2664038,-109.2231951
1290,Arizona,2018-19,San Xavier Mission,Private,Tucson,Pima,,,,,32.107049,-111.0087375
1291,Arizona,2018-19,Satori,Private,Tucson,Pima,,,,,32.2758781,-110.9614209
1292,Arizona,2018-19,Scottsdale Child Care & Learning Center @ Carefree,Private,Phoenix,Maricopa,,,,,33.7970424,-112.1187897
1293,Arizona,2018-19,Seba Dalkai Boarding,Private,Seba Dalkai,Navajo,,,,,35.4997321,-110.4481875
1294,Arizona,2018-19,Sedona Charter,Charter,Sedona,Yavapai,,,,,34.8627213,-111.8197263
1295,Arizona,2018-19,Seligman Elementary,Public,Seligman,Yavapai,,,,,35.329553,-112.874214
1296,Arizona,2018-19,Sequoia Choice School Arizona Distance Learning,Charter,Mesa,Maricopa,,,,,33.4585682,-111.8125364
1297,Arizona,2018-19,Sequoia Lehi Charter,Charter,Mesa,Maricopa,,,,,33.4581335,-111.8123298
1298,Arizona,2018-19,Sharp,Public,Mesa,Maricopa,,,,,33.4307762,-111.6744665
1299,Arizona,2018-19,Skull Valley Elementary,Public,Skull Valley,Yavapai,,,,,34.502158,-112.6865999
1300,Arizona,2018-19,Sonoran Science Academy-Davis Monthan,Charter,Tucson,Pima,,,,,32.18163,-110.869548
1301,Arizona,2018-19,Sonshine Christian,Private,Nogales,Santa Cruz,,,,,31.368247,-110.95197
1302,Arizona,2018-19,Sopori Elementary,Public,Amado,Pima,,,,,31.730105,-111.071207
1303,Arizona,2018-19,St Maria Goretti Preschool,Private,Scottsdale,Maricopa,,,,,33.528381,-111.8993752
1304,Arizona,2018-19,St Mark's Preschool & Kindergarten,Private,Tucson,Pima,,,,,32.2336219,-110.9119961
1305,Arizona,2018-19,Star Charter,Charter,Flagstaff,Coconino,,,,,35.3052515,-111.2975673
1306,Arizona,2018-19,Step Up,Charter,Mesa,Maricopa,,,,,33.4241517,-111.8300533
1307,Arizona,2018-19,Summit School Of Ahwatukee,Private,Phoenix,Maricopa,,,,,33.302104,-111.98602
1308,Arizona,2018-19,Sun Valley Indian,Private,Sun Valley,Navajo,,,,,34.968031,-110.061703
1309,Arizona,2018-19,Tanque Verde Lutheran Church Preschool & Kindergarten,Private,Tucson,Pima,,,,,32.2583417,-110.8072804
1310,Arizona,2018-19,The Beginning,Private,Tucson,Pima,,,,,32.2886829,-110.9435523
1311,Arizona,2018-19,The Children's Center For Neurodevelopmental Studies,Private,Glendale,Maricopa,,,,,33.5401489,-112.1758101
1312,Arizona,2018-19,The Family,Private,Phoenix,Maricopa,,,,,33.4655992,-112.0882609
1313,Arizona,2018-19,The Furnace - Crossroads Christian Education,Private,Tucson,Pima,,,,,32.17693,-110.9531318
1314,Arizona,2018-19,The Peak,Charter,Flagstaff,Coconino,,,,,35.204399,-111.615892
1315,Arizona,2018-19,The Shelby,Charter,Payson,Gila,,,,,34.3176815,-111.1342542
1316,Arizona,2018-19,Thunderbird Christian Elementary,Private,Scottsdale,Maricopa,,,,,33.6081362,-111.9201204
1317,Arizona,2018-19,Tonto Basin Elementary,Public,Tonto Basin,Gila,,,,,33.8711603,-111.3142573
1318,Arizona,2018-19,Topock Elementary,Public,Topock,Mohave,,,,,34.772762,-114.480135
1319,Arizona,2018-19,Tri-City Christian Academy,Private,Chandler,Maricopa,,,,,33.275516,-111.879572
1320,Arizona,2018-19,Triumphant Learning Center,Charter,Safford,Graham,,,,,32.8331104,-109.7056799
1321,Arizona,2018-19,Tsinaabaas Habitiin Elementary,Public,Tuba City,Coconino,,,,,36.3059544,-111.4354498
1322,Arizona,2018-19,Tucson Community,Private,Tucson,Pima,,,,,32.2632458,-110.9401736
1323,Arizona,2018-19,Tucson Hebrew Academy,Private,Tucson,Pima,,,,,32.2749917,-110.9100088
1324,Arizona,2018-19,Tucson International Academy,Charter,Tucson,Pima,,,,,32.221072,-110.952224
1325,Arizona,2018-19,Tucson International Academy - East,Charter,Tucson,Pima,,,,,32.2272921,-110.8232948
1326,Arizona,2018-19,Tucson International Academy - West,Charter,Tucson,Pima,,,,,32.22163,-111.024708
1327,Arizona,2018-19,Tucson International Academy Midvale,Charter,Tucson,Pima,,,,,32.1322629,-110.9998375
1328,Arizona,2018-19,Upward For Children And Families,Private,Phoenix,Maricopa,,,,,33.529222,-112.06582
1329,Arizona,2018-19,Vail Innovation Center,Public,Tucson,Pima,,,,,32.0876742,-110.7619037
1330,Arizona,2018-19,Verde Valley Montessori,Charter,Cottonwood,Yavapai,,,,,34.7352319,-112.0095224
1331,Arizona,2018-19,Veritas Christian Community,Private,Sierra Vista,Cochise,,,,,31.5613287,-110.3038473
1332,Arizona,2018-19,Vernon Elementary,Public,Vernon,Apache,,,,,34.2497789,-109.6943881
1333,Arizona,2018-19,Vision Christian Academy,Private,Glendale,Maricopa,,,,,33.5324595,-112.3489047
1334,Arizona,2018-19,Walter J Meyer,Public,Tombstone,Cochise,,,,,31.7145855,-110.0598343
1335,Arizona,2018-19,Wellton Elementary,Public,Wellton,Yuma,,,,,32.6722007,-114.1401339
1336,Arizona,2018-19,Wenden Elementary,Public,Wenden,La Paz,,,,,33.8245154,-113.5407024
1337,Arizona,2018-19,Westland,Charter,Phoenix,Maricopa,,,,,33.496938,-112.202346
1338,Arizona,2018-19,White Mountain Montessori,Private,Lakeside,Navajo,,,,,34.1442164,-109.9712879
1339,Arizona,2018-19,Wilkins Learning Center,Private,Gilbert,Maricopa,,,,,33.3369486,-111.8086652
1340,Arizona,2018-19,Willow Creek Charter,Charter,Prescott,Yavapai,,,,,34.5791181,-112.4829383
1341,Arizona,2018-19,Yarnell Elementary,Public,Peeples Valley,Yavapai,,,,,34.2743336,-112.749707
1342,Arizona,2018-19,Young Elementary,Public,Young,Gila,,,,,34.1007048,-110.9654262
1343,Arizona,2018-19,Yucca Elementary,Public,Yucca,Mohave,,,,,34.8733069,-114.151183
